filename,xmin,ymin,xmax,ymax,class
1478020434695808875.jpg,1070,0,1120,68,trafficLight
1478020434695808875.jpg,1074,402,1098,464,trafficLight
1478020434695808875.jpg,1168,502,1394,608,truck
1478020434695808875.jpg,1238,402,1268,450,trafficLight
1478020434695808875.jpg,1380,462,1408,514,trafficLight
1478020434695808875.jpg,1388,474,1414,506,trafficLight
1478020434695808875.jpg,1516,30,1562,138,trafficLight
1478020434695808875.jpg,1598,518,1658,624,pedestrian
1478020434695808875.jpg,1628,546,1674,614,pedestrian
1478020434695808875.jpg,1828,530,1886,652,biker
1478020434695808875.jpg,1842,482,1900,668,pedestrian
1478020434695808875.jpg,1892,528,1914,628,pedestrian
1478020434695808875.jpg,146,568,208,598,car
1478020434695808875.jpg,166,600,218,632,car
1478020434695808875.jpg,254,554,424,636,car
1478020434695808875.jpg,652,562,754,622,car
1478020434695808875.jpg,662,562,684,620,car
1478020434695808875.jpg,750,562,852,650,car
1478020434695808875.jpg,858,566,938,616,car
1478020434695808875.jpg,928,574,966,622,car
1478020434695808875.jpg,1070,0,1120,68,trafficLight
1478020434695808875.jpg,1074,402,1098,464,trafficLight
1478020434695808875.jpg,1168,502,1394,608,truck
1478020434695808875.jpg,1238,402,1268,450,trafficLight
1478020434695808875.jpg,1380,462,1408,514,trafficLight
1478020434695808875.jpg,1388,474,1414,506,trafficLight
1478020434695808875.jpg,1516,30,1562,138,trafficLight
1478020434695808875.jpg,1598,518,1658,624,pedestrian
1478020434695808875.jpg,1628,546,1674,614,pedestrian
1478020434695808875.jpg,1828,530,1886,652,biker
1478020434695808875.jpg,1842,482,1900,668,pedestrian
1478020434695808875.jpg,1892,528,1914,628,pedestrian
1478898192058110742.jpg,284,580,340,696,pedestrian
1478898192058110742.jpg,338,578,384,694,pedestrian
1478898192058110742.jpg,340,572,386,696,pedestrian
1478898192058110742.jpg,418,590,494,750,pedestrian
1478898192058110742.jpg,462,586,504,742,pedestrian
1478898192058110742.jpg,466,584,512,728,car
1478898192058110742.jpg,528,584,580,670,biker
1478898192058110742.jpg,602,590,812,662,car
1478898192058110742.jpg,606,586,820,668,car
1478898192058110742.jpg,936,560,1210,670,car
1478898192058110742.jpg,962,590,1018,730,pedestrian
1478898192058110742.jpg,1048,556,1114,726,pedestrian
1478898192058110742.jpg,1088,560,1280,650,car
1478898192058110742.jpg,1168,554,1368,648,car
1478898192058110742.jpg,1268,550,1368,642,car
1478898192058110742.jpg,1730,436,1832,986,pedestrian
1478897897844365328.jpg,56,606,270,716,car
1478897897844365328.jpg,456,596,622,684,car
1478897897844365328.jpg,792,346,830,420,trafficLight
1478897897844365328.jpg,932,594,1052,672,car
1478897897844365328.jpg,934,342,980,420,trafficLight
1478897897844365328.jpg,978,518,1062,636,truck
1478897897844365328.jpg,984,526,1070,640,truck
1478897897844365328.jpg,1212,454,1262,538,trafficLight
1478897897844365328.jpg,1534,570,1668,670,biker
1478897897844365328.jpg,1538,564,1642,668,biker
1478897897844365328.jpg,1702,548,1914,1164,car
1478897897844365328.jpg,1748,570,1894,672,car
1478897897844365328.jpg,56,606,270,716,car
1478897897844365328.jpg,456,596,622,684,car
1478897897844365328.jpg,792,346,830,420,trafficLight
1478897897844365328.jpg,932,594,1052,672,car
1478897897844365328.jpg,934,342,980,420,trafficLight
1478897897844365328.jpg,978,518,1062,636,truck
1478897897844365328.jpg,984,526,1070,640,truck
1478897897844365328.jpg,1212,454,1262,538,trafficLight
1478897897844365328.jpg,1534,570,1668,670,biker
1478897897844365328.jpg,1538,564,1642,668,biker
1478897897844365328.jpg,1702,548,1914,1164,car
1478897897844365328.jpg,1748,570,1894,672,car
1478732566978330521.jpg,20,534,80,682,truck
1478732566978330521.jpg,242,578,302,614,car
1478732566978330521.jpg,356,552,466,668,car
1478732566978330521.jpg,724,578,776,644,car
1478732566978330521.jpg,774,568,906,638,car
1478732566978330521.jpg,1058,530,1298,664,car
1478732566978330521.jpg,1204,444,1688,748,car
1478897316270819864.jpg,0,456,342,788,truck
1478897316270819864.jpg,606,626,666,670,car
1478897316270819864.jpg,746,610,830,684,car
1478897316270819864.jpg,860,612,918,660,car
1478897316270819864.jpg,894,616,970,678,car
1478897850428148791.jpg,86,490,138,562,trafficLight
1478897850428148791.jpg,92,494,124,552,trafficLight
1478897850428148791.jpg,114,602,228,700,biker
1478897850428148791.jpg,122,594,232,696,biker
1478897850428148791.jpg,234,532,856,746,car
1478897850428148791.jpg,524,572,570,660,pedestrian
1478897850428148791.jpg,540,484,730,568,car
1478897850428148791.jpg,540,490,732,548,truck
1478897850428148791.jpg,842,352,882,416,trafficLight
1478897850428148791.jpg,978,348,1020,430,trafficLight
1478897850428148791.jpg,1242,452,1280,526,trafficLight
1478897850428148791.jpg,86,490,138,562,trafficLight
1478897850428148791.jpg,92,494,124,552,trafficLight
1478897850428148791.jpg,114,602,228,700,biker
1478897850428148791.jpg,122,594,232,696,biker
1478897850428148791.jpg,234,532,856,746,car
1478897850428148791.jpg,524,572,570,660,pedestrian
1478897850428148791.jpg,540,484,730,568,car
1478897850428148791.jpg,540,490,732,548,truck
1478897850428148791.jpg,842,352,882,416,trafficLight
1478897850428148791.jpg,978,348,1020,430,trafficLight
1478897850428148791.jpg,1242,452,1280,526,trafficLight
1478731893136088946.jpg,284,550,390,626,car
1478731893136088946.jpg,292,546,372,610,car
1478731893136088946.jpg,430,560,486,608,car
1478731893136088946.jpg,458,554,620,650,car
1478731893136088946.jpg,714,552,830,640,car
1478731893136088946.jpg,794,546,846,602,car
1478731893136088946.jpg,838,550,908,610,car
1478731893136088946.jpg,910,560,1004,634,car
1478731893136088946.jpg,1544,480,1814,578,truck
1478731893136088946.jpg,1568,470,1842,570,truck
1478897983537525804.jpg,104,616,250,662,car
1478897983537525804.jpg,340,546,450,648,truck
1478897983537525804.jpg,440,542,576,670,truck
1478897983537525804.jpg,538,542,1044,958,car
1478897983537525804.jpg,800,444,834,490,trafficLight
1478897983537525804.jpg,808,450,828,482,trafficLight
1478897983537525804.jpg,954,528,1022,650,car
1478897983537525804.jpg,1398,490,1454,768,pedestrian
1478901034225195890.jpg,630,576,686,622,car
1478901034225195890.jpg,646,588,690,620,car
1478901034225195890.jpg,682,564,790,654,car
1478901034225195890.jpg,838,584,886,620,car
1478901034225195890.jpg,856,554,916,628,truck
1478901034225195890.jpg,870,560,918,608,car
1478901023942012109.jpg,44,640,196,682,car
1478901023942012109.jpg,492,584,644,706,car
1478901023942012109.jpg,634,600,718,672,car
1478901023942012109.jpg,764,614,812,654,car
1478901023942012109.jpg,768,578,828,652,truck
1478901023942012109.jpg,776,584,824,632,car
1478898080656798149.jpg,118,522,184,690,truck
1478898080656798149.jpg,196,404,962,1012,car
1478898080656798149.jpg,680,352,706,402,trafficLight
1478898080656798149.jpg,856,364,890,420,trafficLight
1478898080656798149.jpg,1022,86,1876,820,truck
1478898277752385770.jpg,596,404,636,512,trafficLight
1478898277752385770.jpg,876,394,912,498,trafficLight
1478898277752385770.jpg,924,598,1052,742,biker
1478898277752385770.jpg,1248,588,1304,730,pedestrian
1478898277752385770.jpg,1256,602,1296,734,pedestrian
1478898277752385770.jpg,1298,588,1376,732,pedestrian
1478898277752385770.jpg,1306,596,1346,720,pedestrian
1478898987864836845.jpg,120,550,298,676,car
1478898987864836845.jpg,292,550,400,662,car
1478898987864836845.jpg,296,546,398,660,car
1478898987864836845.jpg,388,570,476,650,car
1478898987864836845.jpg,394,568,464,634,car
1478898987864836845.jpg,420,496,582,626,truck
1478898987864836845.jpg,636,560,730,638,car
1478898987864836845.jpg,728,550,864,668,car
1478897841857823198.jpg,90,592,304,660,car
1478897841857823198.jpg,448,578,494,634,biker
1478897841857823198.jpg,448,582,502,646,biker
1478897841857823198.jpg,734,492,766,544,trafficLight
1478897841857823198.jpg,738,498,764,548,trafficLight
1478897841857823198.jpg,830,550,938,616,car
1478897841857823198.jpg,928,576,1014,624,car
1478897841857823198.jpg,932,574,1010,614,car
1478897841857823198.jpg,1004,492,1138,612,car
1478897841857823198.jpg,1008,490,1142,608,truck
1478897841857823198.jpg,1208,540,1274,672,pedestrian
1478897841857823198.jpg,1210,408,1236,458,trafficLight
1478897841857823198.jpg,1296,406,1332,466,trafficLight
1478897841857823198.jpg,1298,554,1344,672,pedestrian
1478897841857823198.jpg,1334,538,1408,664,pedestrian
1478897841857823198.jpg,1424,368,1482,468,trafficLight
1478897841857823198.jpg,1426,372,1470,464,trafficLight
1478897841857823198.jpg,1508,566,1672,618,car
1478897841857823198.jpg,1618,542,1670,658,pedestrian
1478897841857823198.jpg,90,592,304,660,car
1478897841857823198.jpg,448,578,494,634,biker
1478897841857823198.jpg,448,582,502,646,biker
1478897841857823198.jpg,734,492,766,544,trafficLight
1478897841857823198.jpg,738,498,764,548,trafficLight
1478897841857823198.jpg,830,550,938,616,car
1478897841857823198.jpg,928,576,1014,624,car
1478897841857823198.jpg,932,574,1010,614,car
1478897841857823198.jpg,1004,492,1138,612,car
1478897841857823198.jpg,1008,490,1142,608,truck
1478897841857823198.jpg,1208,540,1274,672,pedestrian
1478897841857823198.jpg,1210,408,1236,458,trafficLight
1478897841857823198.jpg,1296,406,1332,466,trafficLight
1478897841857823198.jpg,1298,554,1344,672,pedestrian
1478897841857823198.jpg,1334,538,1408,664,pedestrian
1478897841857823198.jpg,1424,368,1482,468,trafficLight
1478897841857823198.jpg,1426,372,1470,464,trafficLight
1478897841857823198.jpg,1508,566,1672,618,car
1478897841857823198.jpg,1618,542,1670,658,pedestrian
1478898355447013252.jpg,2,686,74,980,car
1478898355447013252.jpg,290,612,388,682,car
1478898355447013252.jpg,316,540,934,1034,car
1478898355447013252.jpg,512,296,560,376,trafficLight
1478898355447013252.jpg,726,298,772,388,trafficLight
1478898355447013252.jpg,928,590,974,674,pedestrian
1478898355447013252.jpg,1014,584,1038,670,pedestrian
1478898355447013252.jpg,1026,574,1064,674,pedestrian
1478898355447013252.jpg,1056,452,1108,540,trafficLight
1478898355447013252.jpg,1072,574,1104,668,pedestrian
1478898355447013252.jpg,1108,568,1158,668,pedestrian
1478898355447013252.jpg,1174,578,1238,688,biker
1478898355447013252.jpg,1226,578,1290,684,biker
1478898355447013252.jpg,1298,584,1340,682,pedestrian
1478898355447013252.jpg,1328,578,1370,682,pedestrian
1478898355447013252.jpg,1372,574,1410,678,pedestrian
1478898355447013252.jpg,1658,534,1726,714,pedestrian
1478898355447013252.jpg,1708,564,1742,656,pedestrian
1478898355447013252.jpg,1708,570,1748,668,pedestrian
1478898355447013252.jpg,1750,574,1914,678,car
1478899187245198484.jpg,824,544,950,720,truck
1478899187245198484.jpg,948,636,996,698,car
1478020975215232733.jpg,2,204,516,956,car
1478020975215232733.jpg,2,210,504,952,truck
1478020975215232733.jpg,658,318,696,404,trafficLight
1478020975215232733.jpg,660,480,1266,988,car
1478020975215232733.jpg,664,318,694,364,trafficLight
1478020975215232733.jpg,896,250,930,326,trafficLight
1478020975215232733.jpg,1220,410,1258,462,trafficLight
1478020975215232733.jpg,1222,526,1272,642,biker
1478020975215232733.jpg,1330,532,1510,626,car
1478020975215232733.jpg,1330,554,1492,618,car
1478020975215232733.jpg,1408,500,1916,916,car
1478020975215232733.jpg,1866,224,1918,320,trafficLight
1478020975215232733.jpg,1876,220,1918,270,trafficLight
1478020975215232733.jpg,2,204,516,956,car
1478020975215232733.jpg,2,210,504,952,truck
1478020975215232733.jpg,658,318,696,404,trafficLight
1478020975215232733.jpg,660,480,1266,988,car
1478020975215232733.jpg,664,318,694,364,trafficLight
1478020975215232733.jpg,896,250,930,326,trafficLight
1478020975215232733.jpg,1220,410,1258,462,trafficLight
1478020975215232733.jpg,1222,526,1272,642,biker
1478020975215232733.jpg,1330,532,1510,626,car
1478020975215232733.jpg,1330,554,1492,618,car
1478020975215232733.jpg,1408,500,1916,916,car
1478020975215232733.jpg,1866,224,1918,320,trafficLight
1478020975215232733.jpg,1876,220,1918,270,trafficLight
1478020449197139910.jpg,32,8,242,196,trafficLight
1478020449197139910.jpg,186,548,482,700,car
1478020449197139910.jpg,474,524,672,622,truck
1478020449197139910.jpg,612,560,746,654,car
1478020449197139910.jpg,618,568,750,646,car
1478020449197139910.jpg,786,568,874,616,car
1478020449197139910.jpg,862,574,894,614,car
1478020449197139910.jpg,888,572,954,618,car
1478020449197139910.jpg,902,580,946,620,car
1478020449197139910.jpg,1070,0,1120,68,trafficLight
1478020449197139910.jpg,1074,402,1102,464,trafficLight
1478020449197139910.jpg,1238,402,1268,452,trafficLight
1478020449197139910.jpg,1342,534,1510,672,car
1478020449197139910.jpg,1378,468,1408,524,trafficLight
1478020449197139910.jpg,1468,526,1586,656,car
1478020449197139910.jpg,1512,34,1562,144,trafficLight
1478020449197139910.jpg,1518,524,1844,706,car
1478020449197139910.jpg,1840,528,1908,712,car
1478733000531736437.jpg,82,250,1018,804,truck
1478733000531736437.jpg,112,282,996,796,truck
1478733000531736437.jpg,880,464,1184,718,truck
1478733000531736437.jpg,966,456,1194,728,truck
1478733000531736437.jpg,1170,594,1338,692,car
1478733000531736437.jpg,1170,594,1356,686,car
1478733000531736437.jpg,1366,586,1436,658,car
1478733000531736437.jpg,1406,570,1492,658,car
1478733000531736437.jpg,1550,588,1608,640,car
1478897233434703078.jpg,0,672,128,730,car
1478897233434703078.jpg,248,660,468,786,car
1478897233434703078.jpg,258,628,486,782,car
1478897233434703078.jpg,266,578,544,760,truck
1478897233434703078.jpg,290,580,540,724,truck
1478897233434703078.jpg,682,192,732,298,trafficLight
1478897233434703078.jpg,718,666,772,708,car
1478897233434703078.jpg,882,658,942,704,car
1478897233434703078.jpg,1146,442,1194,538,trafficLight
1478901531248254883.jpg,0,630,182,718,car
1478901531248254883.jpg,284,618,428,694,car
1478901531248254883.jpg,360,622,522,714,truck
1478901531248254883.jpg,540,634,600,686,car
1478901531248254883.jpg,908,606,978,674,car
1478901531248254883.jpg,966,580,1098,702,car
1478901531248254883.jpg,1022,560,1316,778,car
1478899203812607459.jpg,100,600,172,648,car
1478899203812607459.jpg,110,596,196,654,car
1478899203812607459.jpg,212,554,258,596,car
1478899203812607459.jpg,318,532,364,614,trafficLight
1478899203812607459.jpg,348,496,544,712,truck
1478899203812607459.jpg,568,502,604,560,trafficLight
1478899203812607459.jpg,574,500,596,550,trafficLight
1478899203812607459.jpg,586,548,628,576,car
1478899203812607459.jpg,640,552,732,656,car
1478899203812607459.jpg,678,546,730,572,car
1478899203812607459.jpg,686,530,722,554,car
1478899203812607459.jpg,710,556,890,724,car
1478899203812607459.jpg,816,542,852,570,car
1478899203812607459.jpg,854,538,908,584,car
1478899203812607459.jpg,854,538,910,580,car
1478899203812607459.jpg,896,372,928,430,trafficLight
1478899203812607459.jpg,898,374,924,430,trafficLight
1478899203812607459.jpg,908,556,970,594,car
1478899203812607459.jpg,974,554,1058,610,car
1478899203812607459.jpg,1096,476,1120,518,trafficLight
1478899203812607459.jpg,1234,560,1408,622,car
1478898244617510660.jpg,290,614,346,642,car
1478898244617510660.jpg,684,594,708,638,pedestrian
1478898244617510660.jpg,722,586,770,674,biker
1478898244617510660.jpg,726,592,760,678,biker
1478898244617510660.jpg,826,600,842,628,pedestrian
1478898244617510660.jpg,928,562,1102,704,car
1478898244617510660.jpg,1144,588,1214,642,car
1478898244617510660.jpg,1208,586,1234,622,car
1478732637517950553.jpg,434,46,812,606,truck
1478732637517950553.jpg,856,530,1040,670,car
1478732637517950553.jpg,1028,512,1116,612,truck
1478732637517950553.jpg,1106,566,1228,656,car
1478732637517950553.jpg,1228,538,1340,706,car
1478732637517950553.jpg,1334,542,1728,768,car
1478732171847754448.jpg,0,426,166,744,car
1478732171847754448.jpg,82,328,448,676,truck
1478732171847754448.jpg,388,470,632,662,car
1478732171847754448.jpg,622,546,680,630,car
1478732171847754448.jpg,638,414,674,454,trafficLight
1478732171847754448.jpg,650,424,676,466,trafficLight
1478732171847754448.jpg,680,558,722,612,car
1478732171847754448.jpg,712,514,840,642,car
1478732171847754448.jpg,726,420,754,452,trafficLight
1478732171847754448.jpg,734,422,758,456,trafficLight
1478732171847754448.jpg,812,548,940,600,car
1478732171847754448.jpg,826,548,934,606,car
1478732171847754448.jpg,840,416,868,452,trafficLight
1478732171847754448.jpg,840,422,868,456,trafficLight
1478732171847754448.jpg,908,530,1080,668,car
1478732171847754448.jpg,918,406,954,450,trafficLight
1478732171847754448.jpg,922,428,950,460,trafficLight
1478732171847754448.jpg,1094,474,1118,506,trafficLight
1478732171847754448.jpg,1314,516,1502,608,car
1478732171847754448.jpg,1448,382,1492,426,trafficLight
1478732171847754448.jpg,1498,520,1574,586,car
1478900276694827796.jpg,194,638,398,756,car
1478900276694827796.jpg,548,450,1890,792,car
1478900276694827796.jpg,554,434,1880,766,truck
1478901330724657260.jpg,0,548,90,734,car
1478901330724657260.jpg,42,550,250,654,truck
1478901330724657260.jpg,42,586,300,802,car
1478901330724657260.jpg,232,456,860,964,car
1478901330724657260.jpg,594,364,628,426,trafficLight
1478901330724657260.jpg,778,364,812,416,trafficLight
1478901330724657260.jpg,928,360,960,422,trafficLight
1478901330724657260.jpg,946,594,1018,664,car
1478901330724657260.jpg,1002,602,1030,652,car
1478901330724657260.jpg,1178,572,1494,784,car
1478901330724657260.jpg,1198,592,1234,660,pedestrian
1478901330724657260.jpg,1204,592,1232,640,pedestrian
1478901330724657260.jpg,1290,472,1320,526,trafficLight
1478901330724657260.jpg,1558,490,1916,668,truck
1478901330724657260.jpg,1734,210,1828,394,trafficLight
1478901330724657260.jpg,1814,578,1870,722,pedestrian
1478732783181723805.jpg,814,560,876,622,car
1478732783181723805.jpg,878,554,934,602,car
1478732783181723805.jpg,1108,558,1154,656,car
1478732783181723805.jpg,1138,544,1300,650,car
1478732783181723805.jpg,1380,388,1918,668,truck
1478732783181723805.jpg,1414,418,1918,624,truck
1478900966812502862.jpg,504,604,582,650,car
1478900966812502862.jpg,682,558,924,782,car
1478900966812502862.jpg,902,494,1068,676,car
1478900966812502862.jpg,914,500,1052,672,truck
1478897668185283046.jpg,4,602,348,740,car
1478897668185283046.jpg,328,620,448,698,car
1478897668185283046.jpg,422,610,556,690,car
1478897668185283046.jpg,974,524,1130,682,truck
1478897668185283046.jpg,1310,518,1790,824,car
1478900480645058035.jpg,436,596,546,686,truck
1478900480645058035.jpg,512,586,538,654,trafficLight
1478900480645058035.jpg,538,620,706,740,car
1478900480645058035.jpg,544,626,708,730,car
1478900480645058035.jpg,594,602,726,704,car
1478900480645058035.jpg,618,604,714,686,car
1478900480645058035.jpg,734,552,758,598,trafficLight
1478900480645058035.jpg,826,618,928,702,car
1478900480645058035.jpg,934,468,952,506,trafficLight
1478900480645058035.jpg,946,612,994,674,car
1478900480645058035.jpg,986,618,1040,688,car
1478900480645058035.jpg,1014,618,1154,714,car
1478900480645058035.jpg,1034,620,1142,704,car
1478900480645058035.jpg,1150,600,1444,778,car
1478900480645058035.jpg,1208,496,1244,554,trafficLight
1478900480645058035.jpg,1210,500,1234,542,trafficLight
1478900273266593207.jpg,250,634,420,736,car
1478900273266593207.jpg,576,512,1528,754,truck
1478900273266593207.jpg,588,536,1498,764,car
1478898349163240408.jpg,156,600,304,698,car
1478898349163240408.jpg,194,582,426,724,car
1478898349163240408.jpg,318,528,948,1040,car
1478898349163240408.jpg,516,294,560,374,trafficLight
1478898349163240408.jpg,728,300,772,390,trafficLight
1478898349163240408.jpg,944,580,996,680,biker
1478898349163240408.jpg,946,592,1010,680,biker
1478898349163240408.jpg,998,576,1026,666,pedestrian
1478898349163240408.jpg,1002,584,1032,658,pedestrian
1478898349163240408.jpg,1026,572,1060,664,pedestrian
1478898349163240408.jpg,1028,586,1062,658,pedestrian
1478898349163240408.jpg,1058,454,1106,536,trafficLight
1478898349163240408.jpg,1118,584,1224,686,pedestrian
1478898349163240408.jpg,1166,586,1210,672,pedestrian
1478898349163240408.jpg,1234,576,1296,682,biker
1478898349163240408.jpg,1248,580,1296,686,biker
1478898349163240408.jpg,1294,590,1336,682,pedestrian
1478898349163240408.jpg,1334,576,1374,684,pedestrian
1478898349163240408.jpg,1372,578,1414,674,pedestrian
1478898349163240408.jpg,1374,574,1416,680,pedestrian
1478898606243024492.jpg,52,618,246,780,car
1478898606243024492.jpg,100,630,248,778,car
1478898606243024492.jpg,206,486,358,770,truck
1478898606243024492.jpg,234,536,352,756,truck
1478898606243024492.jpg,328,616,398,752,car
1478898606243024492.jpg,410,612,536,712,car
1478898606243024492.jpg,486,624,538,702,car
1478898606243024492.jpg,518,644,586,706,car
1478898606243024492.jpg,670,446,914,764,truck
1478898606243024492.jpg,964,630,1318,740,car
1478898606243024492.jpg,966,624,1312,734,car
1478898606243024492.jpg,1336,596,1374,722,pedestrian
1478901014230164815.jpg,294,534,586,760,car
1478901014230164815.jpg,612,580,718,682,car
1478901014230164815.jpg,760,600,802,636,car
1478901014230164815.jpg,786,604,856,660,car
1478901014230164815.jpg,810,572,870,646,truck
1478020992221123772.jpg,0,178,402,990,car
1478020992221123772.jpg,8,212,402,950,truck
1478020992221123772.jpg,564,572,676,662,car
1478020992221123772.jpg,644,330,680,412,trafficLight
1478020992221123772.jpg,662,568,762,646,car
1478020992221123772.jpg,714,518,1204,944,car
1478020992221123772.jpg,882,252,926,338,trafficLight
1478020992221123772.jpg,1224,554,1294,658,biker
1478020992221123772.jpg,1238,422,1274,484,trafficLight
1478020992221123772.jpg,1276,534,1826,862,car
1478020992221123772.jpg,1758,564,1912,674,car
1478020992221123772.jpg,1760,534,1918,706,car
1478020992221123772.jpg,0,178,402,990,car
1478020992221123772.jpg,8,212,402,950,truck
1478020992221123772.jpg,564,572,676,662,car
1478020992221123772.jpg,644,330,680,412,trafficLight
1478020992221123772.jpg,662,568,762,646,car
1478020992221123772.jpg,714,518,1204,944,car
1478020992221123772.jpg,882,252,926,338,trafficLight
1478020992221123772.jpg,1224,554,1294,658,biker
1478020992221123772.jpg,1238,422,1274,484,trafficLight
1478020992221123772.jpg,1276,534,1826,862,car
1478020992221123772.jpg,1758,564,1912,674,car
1478020992221123772.jpg,1760,534,1918,706,car
1478898260613217056.jpg,396,430,914,892,car
1478898260613217056.jpg,816,434,840,482,trafficLight
1478898260613217056.jpg,864,470,890,524,trafficLight
1478898260613217056.jpg,978,470,1004,518,trafficLight
1478898260613217056.jpg,992,550,1034,660,biker
1478898260613217056.jpg,1190,356,1222,428,trafficLight
1478898260613217056.jpg,1192,360,1232,436,trafficLight
1478898260613217056.jpg,1510,552,1698,628,car
1478898260613217056.jpg,1512,560,1696,606,car
1478897403106780958.jpg,0,660,182,820,car
1478897403106780958.jpg,50,534,434,762,car
1478897403106780958.jpg,78,542,416,746,truck
1478897403106780958.jpg,480,636,594,722,car
1478897403106780958.jpg,648,628,844,780,car
1478897403106780958.jpg,742,594,892,730,truck
1478897403106780958.jpg,766,582,892,736,car
1478897403106780958.jpg,924,638,990,730,car
1478897403106780958.jpg,950,632,1102,744,car
1478897403106780958.jpg,1054,590,1130,758,car
1478897403106780958.jpg,1116,552,1432,822,car
1478897403106780958.jpg,1274,564,1912,970,car
1478897403106780958.jpg,1516,476,1772,602,car
1478897403106780958.jpg,1520,478,1736,592,truck
1478899083841405977.jpg,244,630,362,690,car
1478899083841405977.jpg,518,602,572,648,truck
1478899083841405977.jpg,552,620,602,650,car
1478899083841405977.jpg,602,616,638,642,car
1478899083841405977.jpg,640,614,670,648,car
1478899083841405977.jpg,670,592,754,670,car
1478899083841405977.jpg,686,532,710,562,trafficLight
1478899083841405977.jpg,732,602,784,640,car
1478899083841405977.jpg,748,598,890,696,car
1478899083841405977.jpg,760,526,778,554,trafficLight
1478898408005543980.jpg,672,608,774,684,car
1478898408005543980.jpg,702,234,742,322,trafficLight
1478898408005543980.jpg,844,606,900,652,car
1478898408005543980.jpg,938,598,960,638,biker
1478898408005543980.jpg,1210,384,1256,464,trafficLight
1478732647265231196.jpg,0,444,280,784,truck
1478732647265231196.jpg,194,546,584,812,car
1478732647265231196.jpg,548,534,576,574,trafficLight
1478732647265231196.jpg,684,576,788,660,car
1478732647265231196.jpg,792,546,992,698,car
1478732647265231196.jpg,834,482,872,538,trafficLight
1478732647265231196.jpg,1094,566,1228,722,car
1478732647265231196.jpg,1228,550,1656,838,car
1478898571394530520.jpg,0,442,240,656,car
1478898571394530520.jpg,164,224,608,668,truck
1478898571394530520.jpg,178,602,388,728,car
1478898571394530520.jpg,498,494,802,694,car
1478898571394530520.jpg,656,328,858,602,truck
1478897168307214737.jpg,62,594,242,644,car
1478897168307214737.jpg,270,600,458,726,car
1478897168307214737.jpg,434,588,518,712,car
1478897168307214737.jpg,442,602,516,708,car
1478897168307214737.jpg,472,602,584,698,car
1478897168307214737.jpg,534,592,700,710,car
1478897168307214737.jpg,750,584,790,636,truck
1478897168307214737.jpg,1000,600,1094,706,car
1478897168307214737.jpg,1108,596,1486,822,car
1478896358789217093.jpg,110,606,196,642,car
1478896358789217093.jpg,186,586,270,626,car
1478896358789217093.jpg,268,590,360,640,truck
1478896358789217093.jpg,272,586,348,642,car
1478896358789217093.jpg,274,614,394,682,car
1478896358789217093.jpg,292,614,380,674,car
1478896358789217093.jpg,436,592,504,660,car
1478896358789217093.jpg,474,596,636,696,car
1478896358789217093.jpg,606,602,670,646,car
1478896358789217093.jpg,688,590,760,650,car
1478896358789217093.jpg,702,600,750,646,car
1478896358789217093.jpg,744,474,772,518,trafficLight
1478896358789217093.jpg,814,488,850,524,trafficLight
1478896358789217093.jpg,938,536,964,576,trafficLight
1478896358789217093.jpg,990,532,1014,568,trafficLight
1478896358789217093.jpg,1024,574,1132,618,car
1478896358789217093.jpg,1122,580,1182,614,car
1478898269182555972.jpg,566,600,612,684,biker
1478898269182555972.jpg,598,538,898,810,car
1478898269182555972.jpg,822,476,854,544,trafficLight
1478898269182555972.jpg,856,612,926,734,car
1478898269182555972.jpg,858,612,942,730,car
1478898269182555972.jpg,882,518,906,572,trafficLight
1478898269182555972.jpg,960,586,1212,702,car
1478898269182555972.jpg,1016,512,1042,572,trafficLight
1478898269182555972.jpg,1048,586,1106,724,biker
1478898269182555972.jpg,1296,346,1334,460,trafficLight
1478020789216522713.jpg,264,566,464,686,car
1478020789216522713.jpg,276,566,458,696,car
1478020789216522713.jpg,454,588,498,652,car
1478020789216522713.jpg,486,556,594,658,car
1478020789216522713.jpg,608,502,694,596,truck
1478020789216522713.jpg,630,580,712,638,car
1478020789216522713.jpg,702,586,750,636,car
1478020789216522713.jpg,754,576,802,634,car
1478020789216522713.jpg,1620,566,1774,622,car
1478898567395594593.jpg,180,608,382,728,car
1478898567395594593.jpg,270,602,366,726,car
1478898567395594593.jpg,398,514,554,734,truck
1478898567395594593.jpg,536,642,670,742,car
1478898567395594593.jpg,578,516,702,720,truck
1478020276698606427.jpg,92,450,130,504,trafficLight
1478020276698606427.jpg,200,566,280,628,biker
1478020276698606427.jpg,216,572,264,660,biker
1478020276698606427.jpg,712,432,748,506,trafficLight
1478020276698606427.jpg,716,416,746,474,trafficLight
1478020276698606427.jpg,802,590,842,624,car
1478020276698606427.jpg,1028,576,1112,654,car
1478020276698606427.jpg,1034,578,1108,658,car
1478020276698606427.jpg,1234,414,1274,488,trafficLight
1478901181618576605.jpg,512,616,612,684,car
1478901181618576605.jpg,612,618,666,666,car
1478901181618576605.jpg,706,612,792,652,car
1478901181618576605.jpg,880,608,928,642,biker
1478901181618576605.jpg,882,610,912,642,biker
1478901181618576605.jpg,906,608,934,642,biker
1478901181618576605.jpg,966,604,1064,670,car
1478901181618576605.jpg,1366,484,1912,844,car
1478900947388378193.jpg,324,332,1264,1128,car
1478900947388378193.jpg,1280,582,1346,704,car
1478900947388378193.jpg,1292,512,1428,742,car
